"GeneID","GeneSymbol","logFC","AveExpr","t","P.Value","adj.P.Val","B","Significance"
"2876","GPX1",-0.343946045214259,6.96605132840327,-1.24062790668369,0.237566892818504,0.78835072350887,-5.34732598675713,"Not Significant"
"135228","CD109",-0.279674494105954,2.43730908567707,-1.24049076468139,0.237615874270896,0.78835072350887,-5.34748038010497,"Not Significant"
"115560","ZNF501",-0.271487806708167,1.47590378028933,-1.24040318856593,0.237647157030374,0.78835072350887,-5.34757896572306,"Not Significant"
"51451","LCMT1",0.265396164340149,5.80466481585509,1.24032519907736,0.237675018135031,0.78835072350887,-5.34766675504525,"Not Significant"
"79933","SYNPO2L",0.273252018642311,0.944969550393495,1.24020271272256,0.237718780611447,0.78835072350887,-5.34780462396543,"Not Significant"
"9744","ACAP1",-0.43709527874659,1.89816197152166,-1.24016990236462,0.237730504329479,0.78835072350887,-5.34784155306732,"Not Significant"
"338442","HCAR2",-0.496572396028035,1.66316357403054,-1.24014439111162,0.237739620265939,0.78835072350887,-5.34787026627573,"Not Significant"
"55739","CARKD",-0.227083665311516,6.16185113824841,-1.24011358553458,0.237750628392939,0.78835072350887,-5.34790493770192,"Not Significant"
"113763","C7orf29",0.263817566124587,2.02148818056778,1.23995143497647,0.237808578267005,0.788365637415164,-5.34808742592819,"Not Significant"
"11070","TMEM115",0.213302919749765,5.23791940724363,1.23930252128628,0.23804060123559,0.788795039666587,-5.34881754585222,"Not Significant"
"84179","MFSD7",-0.334060117056297,2.17378191248919,-1.23896563109922,0.238161129126618,0.788795039666587,-5.34919647926698,"Not Significant"
"392255","GDF6",0.396260170683155,1.34498708015784,1.23876495797093,0.238232946169993,0.788795039666587,-5.34942215837428,"Not Significant"
"5238","PGM3",-0.237010315950927,7.02136363752732,-1.23870236559266,0.238255350288973,0.788795039666587,-5.34949254467129,"Not Significant"
"57508","INTS2",-0.20341179217739,3.9529702290547,-1.23859693026664,0.238293093255723,0.788795039666587,-5.34961110248118,"Not Significant"
"752014","CEMP1",0.230034738835464,1.77280132783198,1.23858473574858,0.238297458865988,0.788795039666587,-5.34962481422883,"Not Significant"
"10097","ACTR2",-0.317373735855134,7.05376125085159,-1.23832338745548,0.238391036218305,0.788795039666587,-5.34991865426636,"Not Significant"
"23066","CAND2",0.31630138434527,3.28436858208888,1.23824356080585,0.238419624446309,0.788795039666587,-5.3500083957435,"Not Significant"
"100886964","-",0.21571860584846,2.65969400938178,1.23808582417323,0.238476122481491,0.788795039666587,-5.35018571089464,"Not Significant"
