"Term","pathway","ES","NES","pval","padj","size","LeadingEdgeGenes"
"Proteoglycan Biosynthetic Process","GOBP_PROTEOGLYCAN_BIOSYNTHETIC_PROCESS",0.575800014853755,1.77084630897062,0.000362914319883891,0.00672639609816545,63,"B3GNT7;CHST7;UST;CSGALNACT1;CHST1;VANGL2;IGF1;HS3ST3A1;CHST14;ST3GAL3;CHST10;B3GNT4;BMPR2;CHST12;HS6ST1;HS3ST1;TCF7L2;EXT1"
"Regulation of Stem Cell Proliferation","GOBP_REGULATION_OF_STEM_CELL_PROLIFERATION",0.677944971277115,1.86283688289286,0.000359952167246356,0.00672639609816545,31,"PIM1;FBLN1;ACE;CITED1;HMGB2;TBX3;LTBP3;SNAI2;FERMT2;KDM1A;N4BP2L2;EPCAM;HMGA2;KAT7;DGCR8;HNRNPU"
"Regulation of Transmembrane Receptor Protein Serine Threonine Kinase Signaling Pathway","GOBP_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY",0.437830890553443,1.55221627578766,0.00038053875276727,0.00701593289970393,209,"ATOH8;WNT5A;VWC2;NPNT;SFRP4;CDH3;HES1;HTRA1;CRIM1;TTK;AMH;TGFB2;CDKN1C;SMAD6;SKIL;CITED1;NUMA1;TGFB1I1;ING1;MYOCD;TOB1;LTBP4;ING2;FSTL3;ITGA3;DACT1;FAM89B;SAP30L;NEO1;THBS1;PEG10;ZNF423;BMPR2;AXIN1;CILP;GPR155;NUP93;UBE2O;ACVR2B;TGFB3;LTBP1;GDF7;FSTL1;SCUBE3"
"Modulation of Excitatory Postsynaptic Potential","GOBP_MODULATION_OF_EXCITATORY_POSTSYNAPTIC_POTENTIAL",0.666455789538323,1.86090112988348,0.000387883235407142,0.00711390038550375,34,"NLGN4X;RIMS1;NPY2R;PRKCZ;MAPK8IP2;TMEM108;RIMS2;MTMR2;DLG4;ZMYND8;ELOVL4;PRKAR1B;GRIK2;CHRNA7"
"Positive Regulation of Growth","GOBP_POSITIVE_REGULATION_OF_GROWTH",0.454785213246691,1.5870157680227,0.000390328899650544,0.00712146945560342,179,"HOPX;SEMA5A;CDH4;RIMS1;PIM1;ZFPM2;SEMA7A;SYT2;CDKL5;IGF1;TGFB2;NRP1;NRG1;ERBB2;INSR;BCL11A;SMO;IGFBP1;RIMS2;AVPR1A;TFCP2L1;BCL2;RFTN1;PAK1;GDI1;FGFR1;FN1;CAPN3;CDK1;CDKN2AIP;TEAD1;HBEGF;BMPR2;SLC23A2;MMP14;CRABP2;LIMK1;EGFR;SYT1;ZFYVE27;SOX15;SRF;GATA6;CSF1;CHD7"
"Positive Regulation of Developmental Growth","GOBP_POSITIVE_REGULATION_OF_DEVELOPMENTAL_GROWTH",0.504115918415104,1.6847907886963,0.000404691669796566,0.00734525864920918,115,"HOPX;SEMA5A;CDH4;RIMS1;PIM1;ZFPM2;SEMA7A;SYT2;CDKL5;IGF1;NRP1;NRG1;INSR;BCL11A;SMO;RIMS2;BCL2;PAK1;GDI1;FGFR1;FN1;CAPN3;CDK1;BMPR2;SLC23A2;CRABP2;LIMK1;SYT1;ZFYVE27;SOX15;SRF;GATA6;CSF1;CHD7;FGFR2;AKT1;ANAPC2;WT1;CCNB1;EFNA5;ATP8A2;AGRN;GLI1;HMGA2"
"Epigenetic Regulation of Gene Expression","GOBP_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION",0.419916513150977,1.51192696420267,0.000410048368774347,0.00736615095290532,252,"ERI2;ATAD2;ZDBF2;PHC1;CBX4;L3MBTL3;CDKN1C;CENPA;PHF2;CREBZF;KDM5A;MIS18BP1;PHF8;PHF1;MYOCD;PIK3CA;BRCA1;ING2;CBX2;HDAC5;DNMT3A;CDK2;EGR1;CHEK1;SETDB1;ZNF512;SMARCA2;PHF19;TP53;MOV10L1;MIS18A;PPM1D;BCOR;OGG1;SAMD1;GSK3A;TDRD12;AXIN1;ATRX;BRD7;LMNA;RING1;SPHK2;USP21;CIZ1;EHMT2;ZNF512B;TRIM28;L3MBTL1;KDM1A;RBM15B;ASH2L;CBX6;TDRD3;CBX7;CBX8;ZNF304;BCORL1;CENPV;DIRAS3;ARID1B;ARID1A;WT1;L3MBTL2;PRMT7;SIRT1;APOBEC3A;CTCF;KDM2B;ZNF335;HMGA2;ZCWPW1;KLF2;KAT7;TNRC18;SPIN1;SIN3A;TET1;MAX;DNMT1;HNRNPU;RB1;HDAC8;SMARCD1;BAHD1;TPR;IFI16"
"Positive Regulation of Nervous System Development","GOBP_POSITIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT",0.444391700580328,1.56706269297377,0.000408978190156396,0.00736615095290532,196,"PTPRZ1;SEMA5A;CDH4;DBN1;ASPM;HES1;GRID2;EGR2;SEMA7A;CLSTN2;ROBO3;CDKL5;IQSEC2;NRP1;SEMA4A;TIAM2;SKIL;BCL11A;SMO;LINGO2;DLG5;FZD4;PAK1;PLXNB1;SYNDIG1;GDI1;FN1;NAP1L1;CHODL;SPINT1;BMPR2;DCT;PTPRD;MDK;NTRK2;AMIGO2;MAPRE3;MAG;FOXG1;LRRC24;CRABP2;LIMK1;STAU2;PARP6;SLITRK4;SLITRK2;TGM2;ZFYVE27;SRF;KDM1A;FZD3;FXR2"
"Positive Regulation of Cell Development","GOBP_POSITIVE_REGULATION_OF_CELL_DEVELOPMENT",0.400725315668651,1.46016020876403,0.000412297106619793,0.00736875900249558,333,"SOX4;PTPRZ1;SEMA5A;CDH4;DBN1;ASPM;HES1;EGR2;TNFSF11;ZBTB16;TNFSF4;SEMA7A;PRKCZ;FOS;ROBO3;CDKL5;CD101;NRP1;TIAM2;EGR3;SKIL;BCL11A;SMO;SMARCC2;FZD4;BCL2;PAK1;PLXNB1;ZBTB7B;IL10;GDI1;FN1;NAP1L1;AXL;SMARCA2;KLF10;CHODL;SOX13;SPINT1;BMPR2;DCT;AMBRA1;PTPRD;MDK;NTRK2;MMP14;MAPRE3;MAG;FOXG1;CRABP2;LIMK1;STAU2;AGER;PARP6;SOCS5;BRD7;GAS6;TGM2;CTNNBIP1;ZFYVE27;SRF;KDM1A;CSF1;FZD3;IL18;FXR2;ARID2;NFKBIZ;BRD2;CX3CR1;SS18L1;ANAPC2;LGALS9;ARID1B"
"Hormone Biosynthetic Process","GOBP_HORMONE_BIOSYNTHETIC_PROCESS",-0.535456714762558,-1.84038388793517,0.000417414677989003,0.00738486675250241,48,"CYP11A1;HSD17B7;STC2;HSD17B12;DUOX2;HSD3B2;STAR;AKR1B1;NR3C1;HSD17B6;SRD5A3;TG"
"Regulation of Aerobic Respiration","GOBP_REGULATION_OF_AEROBIC_RESPIRATION",-0.699854675844796,-2.05689187720893,0.000417348439330951,0.00738486675250241,22,"AK4;MLXIPL;PARK7;PPIF;IDE;RHOA"
"Anatomical Structure Maturation","GOBP_ANATOMICAL_STRUCTURE_MATURATION",0.460753262086895,1.59768109257646,0.000420544315443624,0.00740284792461817,163,"WNT5A;DCHS1;CDH3;HES1;ZBTB16;L3MBTL3;IGF1;FZD5;TGFB2;FBXO41;CDKN1C;ADAMTS12;PICK1;ANG;ALDH1A2;FARP2;TFCP2L1;NTN4;BCL2;PLXNB1;FGFR1;KIF14;AXL;EDNRB;C3;NR4A2;CATSPERG;THBS3;ANKS1A;FBXO5;NDRG4;DIAPH3;KCNIP2;EXT1;ERCC2;CNTN2;CDC25B;BRD1;BRCA2;B4GALT5;KDM1A;DDIT3"
"Synapse Assembly","GOBP_SYNAPSE_ASSEMBLY",0.443870263676298,1.56124985786258,0.000425436497403848,0.0074515202520284,192,"NLGN4X;WNT5A;PRICKLE1;GRID2;CPEB3;CLSTN2;COLQ;GPC4;PTPN13;FZD5;IQSEC2;CC2D1A;SEMA4A;PTPRS;PCDH17;KCNJ8;SRGAP3;LINGO2;MARK1;TRIM47;IGSF11;LSAMP;SRGAP2;LIN7B;DLG5;ARHGAP33;PLXNB1;SPTBN2;SYNDIG1;FGFR1;LZTS1;SLC12A5;CDH1;PTPRD;NTRK2;SEMA4C;AMIGO2;PCDHB14;LRRC24;BSN;RYK;MDGA1;DNM3;STAU2;DOCK1;VSIG10;LRFN3;SLITRK4;SLITRK2"
"Endothelial Cell Proliferation","GOBP_ENDOTHELIAL_CELL_PROLIFERATION",0.494514930587719,1.65747041729894,0.000441693198100686,0.00769776752709803,118,"ATOH8;WNT5A;SEMA5A;COL4A3;AKT3;VSTM4;NR4A1;VASH2;JUN;NRP1;PDGFB;EGR3;PTPRM;ANG;ALDH1A2;HMGB2;F3;HMOX1;IL10;FGFR1;FGF18;TNFSF12;THBS1;PRKD2;BMPR2;MDK;MMP14;APLNR;NRP2"
"Acetyl Coa Biosynthetic Process","GOBP_ACETYL_COA_BIOSYNTHETIC_PROCESS",-0.696653105211405,-2.02947095140692,0.000469920636831136,0.00810128962212439,21,"PGK1;PDK1;ACLY;DLAT;TPK1;ACSS2;PDK3"
"Dicarboxylic Acid Metabolic Process","GOBP_DICARBOXYLIC_ACID_METABOLIC_PROCESS",-0.44813562014134,-1.70139533812548,0.000467344663394386,0.00810128962212439,77,"IDH1;QPRT;NR1H4;ACLY;DDO;GOT2;FAHD1;MTHFD1L;HAL;MDH1;SLC46A1;GCLM;D2HGDH;GRHPR;GLS;MTHFD1;SUCLG1;ACOT4;DLD;GOT1;GPT2;ATIC;FTCD;FH;MTHFD2;NIT2;PHYH;MTHFD2L;MDH2;MTHFS;GLUD2;ALDH5A1;SLC7A11;MTRR;ME1;SLC19A1"
"Regulation of Syncytium Formation by Plasma Membrane Fusion","GOBP_REGULATION_OF_SYNCYTIUM_FORMATION_BY_PLASMA_MEMBRANE_FUSION",-0.5012414526024,-1.79731053564235,0.00047178506506234,0.00810128962212439,60,"RPL29;RPL6;RPL38;UBA52;RPLP0;RPL23A;RPL27;RPL35A;RPL5;RPL39;RPL10A;RPL7A;RPL12;RPL32;RPL35;RPL19;RPL37;RPL13A;RPL28;RPL21;RPL15;RPL11;RPL7;RPL14;RPLP2;RPL36;RPL34;RPL31;RPL4;RPL18A;RPL8;RPL23;RPLP1;RPL9;GCM1;RPL41;EHD1;PLEKHO1;RPL17;TNFSF14;RPL13;RPL37A;TREM2;CD53;ADAM9;MAPK14;RPL24;NFATC2;RPL30"
"Actin Filament Organization","GOBP_ACTIN_FILAMENT_ORGANIZATION",0.399659376595423,1.46245685370202,0.000481779270821318,0.00815300862650762,366,"IQGAP3;SEMA5A;PLEKHH2;DBN1;MYO5B;LIMCH1;ARHGAP28;PAK3;ARHGEF10L;DAAM2;MICAL1;KANK1;FSCN1;HIP1R;ARHGAP6;SORBS1;LIMS2;PICK1;NRP1;FCHSD1;KANK2;PLEKHG2;ITGB5;PAWR;SSH3;EPS8;SHROOM2;CGNL1;ANG;PIK3CA;PDLIM1;CORO2A;SORBS3;PIK3R1;ARHGEF2;BCL2;TTC8;PAK1;TMOD2;RHOB;SAMD14;MARCKS;MYO1C;SPTBN2;WASH3P;ACTG1;INPP5K;TMOD1;WIPF3;ARHGEF18;MICALL2;CNN2;TESK1;CDC42EP1;TPM4;GBA2;LIMK1;SHROOM4;TNFAIP1;MAD2L2;PPP1R9A;DIAPH3;CD47;TMSB10;TGFB3;TMSB4X;ASAP3;MYO5C;TPM2;MYO1D;FERMT2;AVIL;FLNA;SRF;ESPNL;PARVB;WASF3;NCK2;CLASP1;PPP1R9B;MYL9"
"Proteasomal Ubiquitin Independent Protein Catabolic Process","GOBP_PROTEASOMAL_UBIQUITIN_INDEPENDENT_PROTEIN_CATABOLIC_PROCESS",-0.704472790855427,-2.01640347104632,0.000481519693618,0.00815300862650762,19,"PSMA2;PSMA1;PSMB7;PSMB1;PSMA5;PSMA6;PSMB3;PSMA4;PSMB4;PSMB6;PSMB5;PSMA3;PSME4"
"Transforming Growth Factor Beta Receptor Signaling Pathway","GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY",0.449108029031603,1.56639178965949,0.000481631073289921,0.00815300862650762,181,"SMAD9;NPNT;NDP;ID1;CDH3;HTRA1;FOS;TGFB2;JUN;CDKN1C;ITGB5;SMAD6;SKIL;ATF3;CITED1;TGFB1I1;ING1;HPGD;MYOCD;LTBP4;ING2;ITGA3;LTBP3;FAM89B;PTPRK;SAP30L;SMAD1;THBS1;PEG10;AXIN1;CILP;GDF9;TGFB3;LTBP1"
"Purine Nucleoside Monophosphate Metabolic Process","GOBP_PURINE_NUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS",-0.554562712985916,-1.81262020111546,0.000495405396325974,0.00834329376600907,38,"AK4;AK2;CASK;PAICS;APRT;DGUOK;GMPS;IMPDH2;PNP;NUDT2;AMPD3;ATIC;HPRT1;MPP1"
"Negative Regulation of Synaptic Transmission","GOBP_NEGATIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION",0.639390357708015,1.80068983496047,0.000498814741576321,0.0083605169365639,37,"NPY2R;GRID2;GABRB1;COLQ;PRRT1;IQSEC2;PICK1;PCDH17;PLK2;STAU2;AGER;GABBR1;GRIK2;SRF;GRID2IP"
"Regulation of Phospholipid Metabolic Process","GOBP_REGULATION_OF_PHOSPHOLIPID_METABOLIC_PROCESS",-0.645359023328446,-1.99425815442009,0.000502275828219509,0.00837843917263306,27,"IDH1;APOC1;NR1H4;FABP3;SCARB1;SPATA18;LPIN1;RAB38;ACSL3"
"Regulation of Myoblast Differentiation","GOBP_REGULATION_OF_MYOBLAST_DIFFERENTIATION",0.583577996001824,1.75960977026731,0.000513092758173136,0.00851831247336728,54,"SOX4;ID3;PRICKLE1;IGFBP3;DPF3;SMARCC2;MYOCD;MAP3K5;TBX3;CAPN3;SMARCA2;SOX9;BRD7;DDIT3;IL18;ARID2;AKIRIN1;ARID1B;ARID1A"
"Chromosome Organization","GOBP_CHROMOSOME_ORGANIZATION",0.376752747832949,1.39382306855348,0.000528568240761696,0.0086130657334588,454,"FSHR;PRICKLE1;KIFC1;BUB1;CCNB1IP1;KIF11;TTK;UBE2C;KIF23;NCAPG;DPF3;BIRC5;CENPE;BUB1B;CENPA;PRC1;DUSP1;RECQL4;KIF2C;NUMA1;MIS18BP1;SMARCC2;KIF15;PLK1;KIF4A;LDB1;MYBL2;DLGAP5;HMGB2;NASP;ZNF827;KIF18A;BCL7A;HJURP;CDK2;SKA2;ESPL1;KIF14;CDK1;RAD54L;ZWINT;DPF2;CDC20;SMC6;TOP2A;PRKCQ;SMARCA2;CEP55;KLF4;TP53;HSPA2;SKA3;CEP192;MSH6;PSMC3IP;MIS18A;MAP9;FBXO5;MAD2L2;MAP2K7;AKAP8L;EXO1;SPAG5;ATRX;MUS81;TCF7L2;MZT1;RAD51D;BRD7;LMNA;GEM;RMI2;HECW2;CENPF;FLNA;EHMT2;NCAPH;BRCA2;BAG6;SUN1;OFD1;NUSAP1;CLASP1;FANCD2;NCAPD2;INO80E;TDRD3;KIF22;ARID2;USP44;ACD;CDC6;NAF1;ZBTB48;NCAPH2;PTTG1;MAD1L1;AXIN2;CENPV;HUS1B;CHMP4C;NCAPD3;ANAPC2;XRCC1;ARID1B;INCENP;SLX4;TEP1;CEP97;NEK2;ARID1A;LCMT1;NDC80;CCNB1;ACTR8;SIRT1;EME1;CTCF;DCTN2;HMGB3;LIG1;HMGA2;ZCWPW1;TAL1;DDX11;CHMP1B;DCLRE1B;DYNLRB1;CDCA5;GOLGA2;KIF18B;PPP2R1B;NCAPG2;SMG6;IK;TNKS;SMARCC1;BLM;AAAS;STAG2;HNRNPU;CHFR;EML3;RB1;HDAC8;ACIN1"
"Epithelial Cell Proliferation","GOBP_EPITHELIAL_CELL_PROLIFERATION",0.405030804874298,1.46853110594651,0.000524854191951657,0.0086130657334588,310,"FSHR;ATOH8;IQGAP3;WNT5A;SEMA5A;COL4A3;CDH3;HES1;AKT3;TNFSF11;NR4A3;VSTM4;NR4A1;IGFBP3;SAV1;VASH2;IGF1;TGFB2;JUN;CDKN1C;LIMS2;NRP1;PDGFB;IGFBP5;EGR3;ERBB2;PTPRM;SMO;DAB2IP;ANG;ALDH1A2;HMGB2;SCN5A;F3;ZFP36;HMOX1;IL10;FGFR1;PTPRK;FGF18;TNFSF12;THBS1;EDNRB;SNAI2;CDK6;REG3G;FOXP2;PRDM1;PRKD2;BMPR2;TNFAIP3;MDK;NLRC3;MMP14;ESRP2;EGFR;CYP7B1;SOX9;APLNR;CLDN18;TCF7L2;NRP2"
"Fatty Acid Biosynthetic Process","GOBP_FATTY_ACID_BIOSYNTHETIC_PROCESS",-0.397816831660749,-1.64604323487785,0.000528635207734411,0.0086130657334588,122,"MLXIPL;FADS2;ELOVL6;SCD;APOC1;FADS1;ACLY;HSD17B12;SIGMAR1;NME1;PTGES;TECR;FASN;ACSS2;FABP5;HSD17B4;ACSL1;PRKAA1;INSIG2;ACOT7;ACOX1;LPGAT1;NDUFAB1;ELOVL5;ACSL4;ERLIN2;MECR;PTGES3;ACACA;ACOT4;GSTP1;OXSM;CBR1;PECR;PRKAG2;INSIG1;ERLIN1;MLYCD;MIF;SCP2;DECR2;ABHD3;ABHD2;PLAA"
"Response to Transforming Growth Factor Beta","GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA",0.425470083116711,1.52079035972938,0.000526845709009657,0.0086130657334588,226,"WNT5A;SMAD9;NPNT;NDP;ID1;CDH3;HTRA1;SOX5;FOS;TGFB2;JUN;CDKN1C;ITGB5;SMAD6;SKIL;ATF3;CITED1;TGFB1I1;ING1;HPGD;MYOCD;DNM3OS;LTBP4;ING2;ITGA3;ZFP36L2;LTBP3;SOX6;FAM89B;PTPRK;SAP30L;PDGFD;SMAD1;FYN;THBS1;PEG10;AXIN1;CILP;SOX9;GDF9;TGFB3;LTBP1"
"Fatty Acyl Coa Biosynthetic Process","GOBP_FATTY_ACYL_COA_BIOSYNTHETIC_PROCESS",-0.69300655221013,-2.01884791200109,0.000532575643253698,0.00863081742979669,21,"ELOVL6;HSD17B12;TECR;FASN;PPT1;ACSL1;ACSL3;ELOVL5;ACSL4;ACACA"
"Filopodium Assembly","GOBP_FILOPODIUM_ASSEMBLY",0.603484224860077,1.80064080740009,0.000537518316021582,0.00863081742979669,49,"DAAM2;FGD6;RAB3IP;FSCN1;NRP1;SRGAP2;PIK3R1;FGD4;ARHGAP44;PALM;DNM3;ZMYND8;STAU2;FMNL3;TGFB3;SRF;PPP1R9B"
"Morphogenesis of an Epithelium","GOBP_MORPHOGENESIS_OF_AN_EPITHELIUM",0.401743238775828,1.46895301433411,0.000539580079110898,0.00863081742979669,356,"WNT5A;PRICKLE1;NPNT;DCHS1;HES1;CASR;LRP5;VANGL2;IGF1;FZD5;LLGL2;TGFB2;ADAMTS12;NRP1;ITGB5;IGFBP5;HAND2;SEMA3C;HS3ST3A1;GREB1;SMO;CITED1;TGFB1I1;GREB1L;NKD1;ALDH1A2;FOXP1;DLG5;NTN4;NOTCH4;SOCS3;BCL2;TTC8;PAK1;TBX3;JAG1;RHOB;GZF1;DDR1;MED12;IL10;ACTG1;FGFR1;BRSK1;DLG3;PAX8;SUFU;TEAD2;SNAI2;PHACTR4;KLF4;SPINT1;PRKD2;HBEGF;SPINT2;KLHL3;MDK;SEMA4C;GRHL2;MMP14;ESRP2;RARG;HHIP;PTK7;EGFR;NDRG4;CYP7B1;SOX9;APLNR;DVL2;VCL;TULP3;EXT1;KRT19;TGM2;CTNNBIP1;FERMT2;GDF7;FLNA;PDGFA;TRIM28;SRF;CSF1;FZD3;KIF26B;MMRN2;CLASP1;FGFR2;SMAD4;ESR1;PTCH1"
"Proton Transmembrane Transport","GOBP_PROTON_TRANSMEMBRANE_TRANSPORT",-0.400244936667956,-1.65951762638466,0.00053893329619677,0.00863081742979669,123,"UCP2;NDUFB9;SLC17A5;SLC15A4;NDUFS3;SLC46A1;SLC25A18;NDUFA9;NDUFB3;NDUFS8;ATP6AP1;SLC9A9;NDUFA12;NDUFS5;SLC16A1;CYC1;SLC9A5;GHITM;NDUFA8;TCIRG1;NDUFA6;ATP6V1E1;NDUFC2;NDUFV2;NDUFB2;UQCRH;UQCRFS1;NDUFA1;SLC9A6;SLC25A13;COX5B;NDUFB10;NDUFB8;SLC25A3;SLC25A4;SLC9B2;ATP6AP2;SLC11A2;SLC18A2;UQCR10;NDUFA7;ATP6V1G1;COX4I1;ATP6V1B2;NDUFC1;ATP6V1H;NDUFA4;RNASEK;NDUFS4;SLC7A11;ATP1B1;COX6B1;ATP6V0E1;SLC11A1"
"Regulation of Osteoblast Differentiation","GOBP_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION",0.503101404488967,1.66109874609714,0.000559428553372707,0.00890762828392997,101,"ID3;NPNT;ID1;CRIM1;LRP5;IGF1;IGFBP5;SMAD6;HAND2;CITED1;TOB1;CEBPD;JAG1;LRP3;SMAD1;SUFU;SNAI2;CDK6;BMPR2;FBXO5;SOX9;ACVR2B;CTNNBIP1;FERMT2;SCUBE3;LIMD1;FGFR2;PTCH1;AXIN2;CEBPB;JUND;TWSG1;WNT4;GLI1;PRKD1;DDR2;GREM1;FAM20C;SFRP1"
"Branching Morphogenesis of an Epithelial Tube","GOBP_BRANCHING_MORPHOGENESIS_OF_AN_EPITHELIAL_TUBE",0.499864434524351,1.66551603136793,0.000573006255943914,0.0090416257413132,110,"WNT5A;NPNT;DCHS1;CASR;LRP5;VANGL2;IGF1;NRP1;HS3ST3A1;SMO;CITED1;GREB1L;DLG5;NOTCH4;BCL2;PAK1;TBX3;GZF1;DDR1;PAX8;MDK;MMP14;ESRP2;HHIP;SOX9;EXT1;CTNNBIP1;GDF7;SRF;CSF1;FGFR2;SMAD4;ESR1;PTCH1;DAG1;CELSR1;PKD1;WT1;AGT;WNT4;FKBPL;HMGA2"
"Regulation of Mitotic Sister Chromatid Segregation","GOBP_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEGREGATION",0.577436456421167,1.74903722501896,0.000571650544084838,0.0090416257413132,55,"BUB1;TTK;BIRC5;BUB1B;DUSP1;NUMA1;PLK1;CDK1;ZWINT;CDC20;SKA3;FBXO5;MAD2L2;CENPF;USP44;MAD1L1;INCENP;LCMT1;NDC80;CCNB1;SIRT1;DYNLRB1;IK;HNRNPU;TPR;RAD21;KAT2B;DYNLT3;KNTC1;MAD2L1;SPC25;KAT5;ZWILCH"
"Artery Development","GOBP_ARTERY_DEVELOPMENT",0.5269685708927,1.68239779651009,0.000577294113789634,0.00904940622427051,83,"SOX4;PRICKLE1;HES1;EGR2;AKT3;TGFB2;NRP1;SMAD6;HAND2;GJA5;HPGD;MYOCD;JAG1;SUFU;PRDM1;BMPR2;MDK;APLNR;ACVR2B;NOTCH3;SRF;DDIT3;CHD7;ARID2;APOB;EFEMP2"
"Negative Regulation of Mitotic Cell Cycle","GOBP_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE",0.43742448968866,1.54367118608907,0.000578665998925662,0.00904940622427051,199,"BUB1;TTK;CDKN1C;BIRC5;BUB1B;KANK2;DUSP1;IER3;STK33;PLK1;BRCA1;DACT1;BCL2;ZFP36L2;MBTPS1;CDK2;IL10;CDK1;BRSK1;CHEK1;ZWINT;CDC20;KLF4;TP53;DGKZ;SKA3;ORC1;MDC1;RBM46;FBXO5;CTDSP2;PLK3;MAD2L2;CDK5RAP3;MUS81;BRD7;CENPF;GPNMB;FZD3;FANCD2;DTL;USP44;FZR1;FOXO4;RFWD3;CDC6;BARD1;ANGEL2;MAD1L1;E2F7;HUS1B;CHMP4C;RBBP8;INCENP;FBXO31;TOM1L2;LCMT1;NDC80;CCNB1;UIMC1;FOXN3;EME1;XPC;CDC7;TRIM39;DYNLRB1;IK;RAD9A;BLM;CTDSP1;CDK2AP2;CTDSPL;FBXO7;CHFR;RB1"
"Regulation of Nervous System Development","GOBP_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT",0.403621384459421,1.46397667590425,0.000582634764245419,0.0090709759073409,306,"PTPRZ1;WNT5A;SEMA5A;CDH4;S100B;DBN1;ASPM;HES1;GRID2;EGR2;SEMA7A;CLSTN2;ROBO3;DAAM2;CDKL5;PTPN13;IGF1;IQSEC2;NRP1;SEMA4A;PTPRS;TIAM2;SEMA6C;HEYL;SKIL;BCL11A;SMO;LINGO2;HMGB2;MEST;DLG5;FZD4;PAK1;ULK2;PLXNB1;SYNDIG1;GDI1;FN1;MTMR2;KIF14;NAP1L1;PRTG;CDH1;TRIM11;CHODL;SPINT1;BMPR2;DCT;PTPRD;MDK;NTRK2;AMIGO2;MAPRE3;MAG;FOXG1;LRRC24;CRABP2;RYK;LIMK1;STAU2;PARP6;SLITRK4;SLITRK2;ULK1;TMEM98;SYNGAP1;TGM2;KCTD11;LIN28A;ZFYVE27;IGDCC4;SRF;DIP2B;KDM1A;WASF3;CHD7;FZD3;FXR2"
"Positive Regulation of Axonogenesis","GOBP_POSITIVE_REGULATION_OF_AXONOGENESIS",0.560627788557778,1.72995049246122,0.000586976235205795,0.00909813164568982,62,"SEMA5A;CDH4;SEMA7A;ROBO3;CDKL5;NRP1;TIAM2;SKIL;BCL11A;PAK1;PLXNB1;GDI1;FN1;CHODL;BMPR2;NTRK2;CRABP2;LIMK1;ZFYVE27;SRF"
"Pattern Specification Process","GOBP_PATTERN_SPECIFICATION_PROCESS",0.416838087195416,1.50157989911724,0.000591330805502813,0.009125250271702,262,"WNT5A;PRICKLE1;DCHS1;HES1;EGR2;ZBTB16;LRP5;DAAM2;VANGL2;HOXC4;BTG2;FZD5;BICC1;ALX4;NRP1;SMAD6;HEYL;HAND2;SEMA3C;SMO;EFNB1;NKD1;ALDH1A2;TLL2;LDB1;SIM2;GAS8;TTC8;DNAAF2;TBX3;MED12;FGFR1;PBX3;GPR161;PCSK5;PAX8;SMAD1;SUFU;C3;APC2;BMPR2;CELSR2;BCOR;FOXG1;RARG;HHIP;AXIN1;NDRG4;APLNR;ACVR2B;DVL2;NRP2;SYNGAP1;TULP3;RING1;EXT1;DISP1;CTNNBIP1;TSHZ1;SRF;DDIT3;OFD1;MDFI;ACD;FGFR2;SMAD4;PTCH1;AXIN2;CHSY1;MNS1;NR2F2"
"Regulation of Synaptic Plasticity","GOBP_REGULATION_OF_SYNAPTIC_PLASTICITY",0.457296464225226,1.56950573519179,0.000611553680860786,0.00939593221076901,149,"S100B;DBN1;GRID2;CAMK2D;PRKCZ;CPEB3;CALHM2;PRRT1;IQSEC2;PICK1;ACE;CNTN4;IGSF11;TSHZ3;RAB3A;ADCY1;BCL7A;SYNGR1;PRKCG;LZTS1;BRSK1;PDE9A;CDC20;NTRK2;PLK2;DLG4;STAU2;AGER;SLITRK4;SYNGAP1;ELOVL4;PRKAR1B;CNTN2;GRIK2;C22orf39;SRF;CHRNA7;F2R;FXR2;GRID2IP"
"Organic Acid Catabolic Process","GOBP_ORGANIC_ACID_CATABOLIC_PROCESS",-0.352324900277198,-1.5239099829971,0.000615463620861955,0.00941471206934249,184,"LDHA;CROT;QPRT;DECR1;LDHB;GNPDA1;SORD;SLC16A3;DDO;GOT2;DLAT;LPIN1;ALDH8A1;GCSH;HAL;HSD17B4;FAH;HMGCL;ACOT7;ACOX1;ETFB;PCCA;GLS;ACBD5;SLC16A1;MCCC2;ETFA;ACOT4;ECH1;BCAT1;ECHS1;SARDH;HADH;LDHAL6B;DLD;GOT1;GCAT;MCEE;IVD;GPT2;HDC;FTCD;MLYCD;SCP2;NUDT8;DECR2;ABHD3;ABHD2;ETFDH;MFSD2A;DBT;AKR1A1;ABCD3;QDPR;ECI2;XYLB;HIBADH;PHYH;ECHDC1;HSD17B10;GCDH;PCCB;TXN2"
